1,0,5
2,0,3
3,0,4
4,0,3
5,0,4
6,0,5
7,0,5
8,0,5
9,0,5
2,1,2
3,1,2
6,1,5
8,1,5
11,6,5
12,6,5
13,6,5
14,6,4
6,6,5
15,6,5
16,6,5
17,6,5
18,4,1
19,4,2
20,4,4
6,4,5
21,4,5
22,4,4
23,5,5
24,5,5
25,5,5
26,5,5
27,5,5
28,5,5
29,5,5
0,5,5
30,5,4
31,5,5
32,5,5
33,5,4
34,5,5
35,5,5
36,5,4
37,5,5
38,5,4
6,5,5
39,5,5
40,5,5
41,5,5
42,5,5
43,5,5
44,5,5
45,5,5
46,5,4
47,3,3
7,3,5
48,3,5
49,2,4
30,2,3
50,2,4
